descricao;endereco;area;quartos;suites;wc;vagas;valor;condominio;wlink
Apartamento para venda com 98 metros quadrados com 3 quartos em Alto da Glória - Curitiba - PR;Rua Maria Clara, 116;['187'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-98m2-venda-RS877900-id-2539787508/
Apartamento com 4 dormitórios à venda, 254 m² por R$ 2.200.000,00 - Mossunguê - Curitiba/PR;Rua Francisco Juglair, 470;['442'];[4];[2];[5];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-mossungue-bairros-curitiba-com-garagem-254m2-venda-RS2200000-id-2547796152/
Apartamento-Água Verde-Edifício Valente XXII-3 Suites-2 vagas garagem-164 m2 privativos;Travessa Capitão Clementino Paraná, 7;['258'];[3];[3];[5];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-164m2-venda-RS1190000-id-2522878584/
Apartamento de 72m² com 2 Dormitórios, 1 Suíte, Sacada com churrasqueira e 1 vaga à venda, Bacacher;Rua Eduardo Geronasso, 57;['72'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-72m2-venda-RS500000-id-2543523052/
Apartamento com 2 dormitórios à venda, 116 m² por R$ 440.000,00 - Centro - Curitiba/PR;Rua Comendador Araújo, 279;['131'];[2];[0];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-116m2-venda-RS440000-id-2534640348/
Apartamento Padrão para Venda em São Francisco Curitiba-PR - AP1160;Rua Paula Gomes, 623;['169'];[3];[1];[3];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-sao-francisco-bairros-curitiba-com-garagem-107m2-venda-RS415000-id-2540012302/
Apt 3 suites Batel Soho Pronto;Alameda Princesa Izabel, 961;[];[3];[3];[4];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-127m2-venda-RS1399000-id-2454445631/
Apartamento Novo 2 Suítes à venda - Mercês - OPORTUNIDADE!;Rua Visconde do Rio Branco, 116;['73'];[2];[2];[3];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-73m2-venda-RS560900-id-2534136105/
Edifício Citta Di Firenze - Localização privilegiada no Batel - Próximo ao shopping Crystal, Curiti;Rua Marechal Deodoro, 2012;['152'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-104m2-venda-RS790000-id-2543684504/
APARTAMENTO A VENDA NO ECOVILLE;Rua Doutor Brasílio Vicente de Castro, 320;['183'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-123m2-venda-RS718000-id-2543679965/
Curitiba - Apartamento Padrão - Fazendinha;-;['80'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-fazendinha-bairros-curitiba-com-garagem-60m2-venda-RS295000-id-2520447685/
Apartamento com 3 dormitórios à venda, 120 m² por R$ 830.000,00 - Ecoville - Curitiba/PR;Rua Professor Pedro Viriato Parigot de Souza, 2511;['197'];[3];[1];[1];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-120m2-venda-RS830000-id-2528737830/
Yard Confort Residence - 2 Quartos, 2 Vagas, Semi - Mobiliado, no Boa Vista;Rua Leão Sallum;['146'];[2];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-82m2-venda-RS760000-id-2547051073/
Apartamento com 3 dormitórios à venda, 86 m² por R$ 730.000,00 - Cabral - Curitiba/PR;Avenida Paraná, 756;['162'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-86m2-venda-RS730000-id-2518160717/
Apto 02 dorm no batel - com vaga da garagem;Avenida Sete de Setembro, 6084;['73'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-seminario-bairros-curitiba-com-garagem-51m2-venda-RS420000-id-2544959083/
[ENTREGA OUT/21] Apartamento de Alto Padrão com 72,61m², 2 Suítes, Espaço Gourmet com Churrasqueira;Rua Visconde do Rio Branco, 116;['127'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-72m2-venda-RS563900-id-2543523094/
Curitiba - Apartamento Padrão - Água Verde;-;['237'];[2];[1];[2];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-95m2-venda-RS847000-id-2544579313/
Apartamento com 3 dormitórios à venda, 185 m² por R$ 2.100.000,00 - Juvevê - Curitiba/PR;Rua Cambará, 83;['185'];[3];[3];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-185m2-venda-RS2100000-id-2504799207/
Apartamento para venda - ECOVILLE - Curitiba - PR;Rua Professor Pedro Viriato Parigot de Souza, 4554;['113'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-66m2-venda-RS415000-id-2534496550/
Apartamento construção 77 metros quadrados com 2 quartos em Água Verde - Curitiba - PR;Rua Professor Assis Gonçalves, 911;['131'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-77m2-venda-RS665500-id-2500749903/
Apartamento andar alto (15º andar) 125 m² privativos no Alto da Glória;Avenida João Gualberto;['176'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-125m2-venda-RS549000-id-2462556682/
OPORTUNIDADE para quem procura por apartamento 162m² em ótima localização no Ecoville e muito bom go;Rua Professor Pedro Viriato Parigot de Souza, 1330;['202'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-162m2-venda-RS950000-id-2541475789/
Apartamento Duplex à venda, 145 m² por R$ 1.681.997,00 - Juvevê - Curitiba/PR;Rua Bom Jesus, 928;['204'];[3];[3];[4];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-145m2-venda-RS1681997-id-2541807321/
Apartamento para Venda em Curitiba, Cajuru, 2 dormitórios, 1 banheiro;Rua Roraima, 277;['45'];[2];[0];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-cajuru-bairros-curitiba-30m2-venda-RS169900-id-2542655917/
Apartamento com 3 dormitórios à venda, 144 m² por R$ 399.000,00 - Centro - Curitiba/PR;Rua Ébano Pereira;['144'];[3];[0];[2];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-centro-bairros-curitiba-144m2-venda-RS399000-id-2538379919/
Curitiba - Apartamento Padrão - Batel;-;['200'];[5];[2];[4];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-5-quartos-batel-bairros-curitiba-com-garagem-200m2-venda-RS1150000-id-2539934117/
Apartamento com 2 dormitórios à venda, 72 m² por R$ 674.000,00 - Cabral - Curitiba/PR;Avenida Paraná, 756;['118'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-72m2-venda-RS674000-id-2513844225/
Excelente Apartamento com 4 dormitórios à venda, 193 m² por R$ 2.100.000 - Vila Izabel - Curitiba/PR;Rua Professor Guido Straube, 53;['240'];[4];[2];[5];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-vila-izabel-bairros-curitiba-com-garagem-193m2-venda-RS2100000-id-2547264370/
Apartamento para Venda em Curitiba, Centro, 3 dormitórios, 1 suíte, 1 banheiro, 1 vaga;Avenida Visconde de Guarapuava, 3670;['124'];[3];[1];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-96m2-venda-RS823000-id-2533021982/
CURITIBA - Apartamento Padrão - Novo Mundo;-;['111'];[3];[];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-81m2-venda-RS285000-id-2538651512/
Apartamento com 3 dormitórios à venda, 129 m² por R$ 495.000 - Bigorrilho - Curitiba/PR;Rua Martim Afonso, 1900;['129'];[3];[1];[3];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-129m2-venda-RS495000-id-2545531077/
Apartamento com 3 dormitórios à venda, 208 m² por R$ 2.020.000,00 - Juvevê - Curitiba/PR;Rua Barão dos Campos Gerais, 812;['423'];[3];[1];[3];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-208m2-venda-RS2020000-id-2534189211/
APARTAMENTO EM CURITIBA - PR, NO CENTRO;Rua Comendador Araújo, 430;['52'];[1];[];[1];[];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-centro-bairros-curitiba-47m2-venda-RS259000-id-2528358089/
Apartamento com 3 quartos em Capão Raso - Curitiba - PR;Rua Magdalena de Almeida, 224;[];[3];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-60m2-venda-RS239000-id-2535086282/
Apartamento no Capão Raso - Curitiba - PR;Rua José Rodrigues Pinheiro, 175;['83'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-50m2-venda-RS269000-id-2520007209/
Apartamento com 1 dormitório à venda, 42 m² por R$ 350.000 - Centro - Curitiba/PR;Rua Brigadeiro Franco, 2454;['70'];[1];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-42m2-venda-RS350000-id-2545530894/
EXCELENTE LOCALIZAÇÃO;Avenida Vicente Machado, 2732;['110'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-campina-do-siqueira-bairros-curitiba-com-garagem-80m2-venda-RS260000-id-2539259278/
Curitiba - Apartamento Padrão - Água Verde;-;['144'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-100m2-venda-RS730000-id-2541483486/
Apartamento com 1 dormitório à venda, 56 m² por R$ 270.000 - Centro - Curitiba/PR;Rua Alfredo Bufren, 319;['56'];[1];[0];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-centro-bairros-curitiba-56m2-venda-RS270000-id-2545527845/
Curitiba - Apartamento Padrão - Guaíra;-;['75'];[2];[];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-guaira-bairros-curitiba-com-garagem-46m2-venda-RS265000-id-2542744683/
Apartamento à venda, 219 m² com 4 quartos, Juvevê - Curitiba - PR;Rua Nicolau Maeder, 783;['355'];[4];[4];[6];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-219m2-venda-RS2815944-id-2534767637/
TINGUI - 3 quartos. 1 suíte. 68,54 m². Churrasqueira na sacada. 1 vaga. R$ 462.900,00. Entrega 07/20;Rua João Batista Trentin, 463;['68'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-68m2-venda-RS462900-id-2484164375/
Apartamento com 3 dormitórios à venda, 160 m² por R$ 1.929.000,00 - Hugo Lange - Curitiba/PR;Rua Jaime Balão, 60;['225'];[3];[3];[5];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-hugo-lange-bairros-curitiba-com-garagem-161m2-venda-RS1929000-id-2547530831/
CURITIBA - Apartamento Padrão - Tingui;Rua Edmundo Alberto Mercer, 425;['30'];[1];[];[1];[];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-tingui-bairros-curitiba-30m2-venda-RS190900-id-2546244475/
Vendo seu imóvel no menor tempo de mercado - Curitiba - PR;Avenida Winston Churchill, 1272;['120'];[3];[2];[3];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-120m2-venda-RS350000-id-2540883819/
Apartamento com 5 dormitórios à venda, 804 m² por R$ 3.450.000,00 - Água Verde - Curitiba/PR;Avenida Iguaçu, 2689;['916'];[5];[5];[8];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-5-quartos-agua-verde-bairros-curitiba-com-garagem-804m2-venda-RS3450000-id-2523586499/
Curitiba - Apartamento Padrão - Água Verde;-;['88'];[3];[1];[1];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-88m2-venda-RS730000-id-2541822120/
Apartamento com 3 dormitórios à venda, 110 m² por R$ 371.000,00 - Centro - Curitiba/PR;Rua Riachuelo, 360;['137'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-110m2-venda-RS371000-id-2508397396/
Apartamento para venda com 60 metros quadrados com 3 quartos em Pinheirinho - Curitiba - PR;Rua Reinaldo Stocco;['111'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pinheirinho-bairros-curitiba-com-garagem-60m2-venda-RS293000-id-2542886997/
APARTAMENTO com 2 dormitórios à venda com 65.42m² por R$ 230.000,00 no bairro Novo Mundo - CURITIBA;Rua João Bonat, 877;['65'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-44m2-venda-RS230000-id-2530413563/
Apartamento com 3 dormitórios à venda, 139 m² por R$ 1.245.000,00 - Água Verde - Curitiba/PR;Rua José Cadilhe, 804;['255'];[3];[3];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-140m2-venda-RS1245000-id-2545528751/
Apartamento de 105m², 3 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2 vagas, pronto para morar;Rua Coronel Amazonas Marcondes, 1359;['173'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-105m2-venda-RS945000-id-2543522832/
Apartamento a venda 3 quartos;Estrada Guilherme Weigert, 2245;['70'];[3];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-santa-candida-bairros-curitiba-com-garagem-58m2-venda-RS209600-id-2512183350/
CONDOMÍNIO CLUBE GARDEN ODESSA;-;['71'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-orleans-bairros-curitiba-com-garagem-71m2-venda-RS499500-id-2537406413/
Apartamento com 3 dormitórios à venda, 136 m² por R$ 599.000,00 - Centro - Curitiba/PR;-;['193'];[3];[1];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-136m2-venda-RS599000-id-2527580379/
Apartamento à venda, 85 m² por R$ 429.000,00 - Novo Mundo - Curitiba/PR;Rua Brasílio Ribas, 703;['127'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-86m2-venda-RS429000-id-2535516480/
Ed.: Santorini;Rua José Américo Tizoni, 610;[];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-67m2-venda-RS572000-id-2547478289/
APARTAMENTO COND. CLUB, 2 QTS, SEMI MOBILIADO, VAGA COBERTA, ÓTIMO ACABAMENTO, SACADA, CHURRASQUEIRA;Rodovia BR-116, 2785;['86'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-bairro-alto-bairros-curitiba-com-garagem-50m2-venda-RS255000-id-2531065223/
MARAVILHO APARTAMENTO COM 3 DORMITÓRIOS 1 SUÍTE 2 VAGAS LOCALIZADO NO BOA VISTA;Rua José Merhy, 370;['144'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-82m2-venda-RS590000-id-2543510574/
Apartamento com 4 dormitórios à venda, 193 m² por R$ 1.737.000,00 - Água Verde - Curitiba/PR;Rua José Cadilhe, 804;['358'];[4];[2];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-193m2-venda-RS1737000-id-2545530058/
EDIFÍCIO LIFESPACE ESTAÇÃO;Rua Barão do Rio Branco, 763;['49'];[1];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-35m2-venda-RS298000-id-2503307675/
Oportunidade Apartamento 3 quartos com suíte e 1 vaga no Cristo Rei;Rua Atílio Bório, 30;['138'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-88m2-venda-RS470000-id-2523623470/
EXCELENTE APARTAMENTO NO BAIRRO CAJURU!! REALIZE O SONHO DE TER SEU IMÓVEL PRÓPRIO!!;Rodovia BR-116, 1904;['47'];[2];[0];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-cajuru-bairros-curitiba-42m2-venda-RS130000-id-2540408348/
Apartamento lançamento 142 metros quadrados com 3 quartos em Hugo Lange - Curitiba - PR;Rua Jaime Balão, 60;[];[3];[3];[4];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-hugo-lange-bairros-curitiba-com-garagem-142m2-venda-RS1426100-id-2499254796/
Edifício Infinity & Privilege - 3 Suites, Semi- Mobiliado, Com 4 Vagas de Garagem à venda, Campo Co;Rua Deputado Heitor Alencar Furtado, 3980;['310'];[3];[1];[4];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-174m2-venda-RS1580000-id-2543684900/
Apartamento 3 dorm sendo 1 suíte, 2 vagas livres Cabral/Ahú;Avenida Anita Garibaldi, 1282;['147'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-81m2-venda-RS799000-id-2541475074/
Apartamento à venda 3 Quartos, 3 Suites, 2 Vagas, 275.47M², Cabral, Curitiba - PR;Rua Quintino Bocaiúva, 277;['275'];[3];[1];[5];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-275m2-venda-RS1484694-id-2542307182/
Apartamento no Cabral;Rua São Sebastião, 475;['200'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-134m2-venda-RS1050000-id-2542140667/
Apartamento no Bigorrilho;Rua Saldanha Marinho, 1850;['372'];[4];[4];[6];[5];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-372m2-venda-RS7473000-id-2541737825/
Apartamento com 2 dormitórios à venda, 85 m² por R$ 849.900,00 - Água Verde - Curitiba/PR;Rua Romédio Dorigo, 85;['85'];[2];[2];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-85m2-venda-RS849900-id-2540154278/
Apartamento GUAIRA;Rua Paraíba, 2150;['92'];[2];[];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-guaira-bairros-curitiba-com-garagem-47m2-venda-RS325000-id-2502662985/
Apartamento com 4 dormitórios à venda, 158 m² por R$ 1.850.000 - Água Verde - Curitiba/PR;Rua José Cadilhe, 804;['298'];[4];[2];[3];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-158m2-venda-RS1850000-id-2545529106/
Apartamento com 3 dormitórios à venda, 74 m² por R$ 359.000,00 - Novo Mundo - Curitiba/PR;Rua Waldemiro Ry, 838;['74'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-74m2-venda-RS359000-id-2546865164/
Apartamento 2 quartos com suíte no Bigorrilho / Champagnat- Curitiba - PR;Rua Coronel Joaquim Ignácio Taborda Ribas, 727;['82'];[2];[2];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-champagnat-bairros-curitiba-com-garagem-62m2-venda-RS564853-id-2542282713/
[PRONTO] Apartamento Duplex de 98m², 3 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2 vagas no;Rua Professor Guido Straube, 222;['192'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-98m2-venda-RS769000-id-2540179866/
Curitiba - Apartamento Padrão - Ahú;-;['192'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-97m2-venda-RS835000-id-2518997820/
APARTAMENTO com 3 dormitórios à venda com 307.22m² por R$ 3.309.608,00 no bairro Cabral - CURITIBA /;Avenida Nossa Senhora da Luz, 714;['307'];[3];[3];[4];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-227m2-venda-RS3309608-id-2544660149/
Apartamento Agua Verde;Rua Rio Grande do Sul, 907;[];[2];[];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-60m2-venda-RS260000-id-2517984978/
APARTAMENTO com 2 dormitórios à venda com 69.14m² por R$ 290.000,00 no bairro Campo Comprido - CURIT;Rua Renato Polatti, 3651;['69'];[2];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-57m2-venda-RS290000-id-2543879379/
Residencial Sevilha - Lançamento à venda, Cidade Industrial, Curitiba, PR;Rua José Zaleski, 1240;['98'];[2];[0];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-50m2-venda-RS260700-id-2543685088/
APARTAMENTO com 3 dormitórios à venda com 113.38m² por R$ 410.000,00 no bairro Campo Comprido - CURI;Rua Adari Fernando Visinoni, 1111;['113'];[3];[1];[2];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-74m2-venda-RS410000-id-2541478995/
Duplex com vista para Serra do mar Apto c/ 236 M² 4 suítes no Juvevê - Curitiba - PR;Rua Nicolau Maeder;[];[4];[4];[4];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-236m2-venda-RS3228000-id-2529455966/
Apartamento a venda- Capão Raso - Curitiba - PR;Rua Marechal Octávio Saldanha Mazza, 7703;['69'];[2];[0];[1];[0];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-54m2-venda-RS194000-id-2513344208/
Ótima localização...;Avenida João Gualberto, ;['188'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-98m2-venda-RS730000-id-2539545279/
Apartamento com 3 dormitórios à venda, 249 m² por R$ 1.350.000,00 - Cristo Rei - Curitiba/PR;Rua Urbano Lopes, 238;['149'];[3];[1];[3];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-249m2-venda-RS1350000-id-2545530403/
ESPETACULAR APARTAMENTO 2 QUARTOS 80% MOBILIADO BEM LOCALIZADO NA CIC;Avenida das Indústrias, 1967;['47'];[2];[0];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-47m2-venda-RS195000-id-2507113109/
Apartamento para venda tem 112 metros quadrados com 3 quartos em Juvevê - Curitiba - PR;Rua Elbe Pospissil;['152'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-112m2-venda-RS1177350-id-2541943808/
Apartamento com 4 dormitórios à venda, 158 m² por R$ 1.430.000 - Água Verde - Curitiba/PR;Rua José Cadilhe, 804;['287'];[4];[2];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-158m2-venda-RS1430000-id-2545530404/
1 QUARTO NA MELHOR LOCALIZAÇÃO;-;['30'];[1];[1];[1];[1];-;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-campo-comprido-bairros-curitiba-com-garagem-30m2-venda-RS202700-id-2536666864/
Colina Piemonte- Apartamento com 4 suítes e 3 vagas de garagem à venda, Bigorrilho, Curitiba, PR;Rua Padre Agostinho, 2275;['330'];[4];[1];[6];[3];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-210m2-venda-RS1190000-id-2542307193/
Apartamento 03 quartos à venda no bairro Cristo Rei - Curitiba/PR;-;['170'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-130m2-venda-RS492000-id-2541990250/
Edifício Cabral Hills - Apartamento à venda entre os bairros Bacacheri e Boa Vista. Prédio pastilha;Rua Canadá, 533;['146'];[3];[1];[2];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-106m2-venda-RS834374-id-2542304224/
Apartamento com 4 dormitórios à venda, 158 m² por R$ 1.430.000,00 - Água Verde - Curitiba/PR;Rua José Cadilhe, 804;['285'];[4];[2];[4];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-158m2-venda-RS1430000-id-2545528755/
APARTAMENTO com 3 dormitórios à venda por R$ 1.379.252,70 no bairro Bigorrilho - CURITIBA / PR;Rua Alferes Ângelo Sampaio, 2525;['107'];[3];[3];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-107m2-venda-RS1379252-id-2534960695/
CURITIBA - Padrão - Champagnat;Rua Martim Afonso;['149'];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-95m2-venda-RS385000-id-2545718118/
Ed. Helbor Landscape Ecoville - Apartamento com 4 dormitórios à venda, 260 m² por R$ 3.156.000 - Eco;Rua José Izidoro Biazetto, 1324;['260'];[4];[4];[4];[4];-;-;https://www.vivareal.com.br//imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-260m2-venda-RS3156000-id-2529349779/
Apartamento com 3 quartos sendo 1 suíte e sacada com churrasqueira no Juvevê - Curitiba - PR;Rua Bom Jesus, 347;[];[3];[1];[3];[2];-;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-94m2-venda-RS940161-id-2530782736/
